X,Y,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,icon_url
-49.1711495438911,-22.4510771136701,PP 01 km 251+900,,,,,,-1,0,-1,,,./0.png
-49.4770166666667,-22.7477666666667,PP 02 km 300+730,,,,,,-1,0,-1,,,./0.png
-49.72385,-22.8940333333333,PP 03 km 14+500,,,,,,-1,0,-1,,,./0.png
-50.14405,-22.7703333333333,PP 04 km 413+400,,,,,,-1,0,-1,,,./0.png
-50.4972233105064,-22.6326330669818,PP 05 km 453+590,,,,,,-1,0,-1,,,./0.png
-51.0093666666667,-22.4346666666667,PP 06 km 512+300,,,,,,-1,0,-1,,,./0.png
-51.25315,-22.3039166666667,PP 07 km 541+540,,,,,,-1,0,-1,,,./0.png
-51.60005,-22.02045,PP 08 km 590+750,,,,,,-1,0,-1,,,./0.png
-52.0224319313183,-21.8480564848648,PP 09 km 639+000,,,,,,-1,0,-1,,,./0.png
